in_real,in_imag,out_real,out_imag
0.0958124131883422,0.33332708362317,0.1386929026543795,0.4344063765943966
0.4047868544991982,0.21613573433695096,0.4841552194938381,0.2731053024510337
0.6565765104072526,0.07603000694645377,0.7056862287673172,0.08675912840752847
0.852504530266962,-0.08307807673794497,0.785060733020837,-0.07499876262072114
0.9641287444237366,-0.23170502036892132,0.7993654418599658,-0.172879802576813
0.9854371829628065,-0.3705719504924288,0.8303045787777366,-0.27727009881810716
0.9133367356163453,-0.4964776587017195,0.8454181741660535,-0.43460320987459095
0.7565014778723763,-0.5876793526444222,0.7725592480485436,-0.5945738097957709
0.5421161598549726,-0.6552731767329962,0.5986065150408664,-0.7444692499682208
0.3024506919041937,-0.6949883683692276,0.3511474811598104,-0.8330551097607719
0.052443934523038346,-0.7145690696702297,0.05776465911860362,-0.872828592255584
-0.15288879120784235,-0.7205280717819137,-0.17818801526768246,-0.8564811998106
-0.314508755513223,-0.7307691922035634,-0.3414915903859028,-0.8264702530473771
-0.3894956405842993,-0.7325914931552259,-0.40043470888160915,-0.7795795419712488
-0.383276135025006,-0.7307879386281547,-0.38200203995452053,-0.7520206655496544
-0.29171803128988405,-0.7414135571635766,-0.28644415345459073,-0.7553657773222584
-0.12311083767104807,-0.7391886362275093,-0.10957041657454702,-0.7573001016616323
0.09045899079226934,-0.7303502609367594,0.12220846930684193,-0.75450930013006
0.33226425389911723,-0.7083541073428897,0.3817512156526388,-0.7293208618126088
0.5675334804010855,-0.6607937661200757,0.6124757299054266,-0.657525104028327
0.7734977244136554,-0.577077156591503,0.7858398619804854,-0.5277629723023813
0.9242882583586327,-0.4589430079200759,0.8986862368521642,-0.384978610164854
0.9945309112175067,-0.3066407830197887,0.9621802783288951,-0.23890698888347384
1.0008079076628675,-0.12346025485245027,0.9827161468338979,-0.07260249267668595
0.9243205258641217,0.07883538564073866,0.9483308961919765,0.1161531521445145
0.797420169092068,0.2909204242675914,0.8441109719124995,0.3402327022222307
0.6279060973691349,0.5012686652237196,0.6642128039227568,0.5781449218729491
0.45262995293831976,0.6873540407773797,0.46316578574909606,0.7794644847040941
0.2845726190154287,0.8293523666247248,0.26649939000377465,0.8980988123471922
0.16201045807130238,0.9147320547102177,0.1352014050234942,0.9526992891247432
0.09377055030137026,0.941719452878861,0.068952694381343,0.9466062627452265
0.08462463265392225,0.9092152758945647,0.07173647795084892,0.9176666309052695
0.14731940445446123,0.8077390613710586,0.1629336441599577,0.8573289904948248
0.2561928651424604,0.6601024446743196,0.3092271951836887,0.7423329339087197
0.4046332210075324,0.4793288071312622,0.4935384961651552,0.5562476577404012
0.5738039612750762,0.2729527908011562,0.6827842407326532,0.3142089798128773
0.7374341368120348,0.08219474219343133,0.8250017782459187,0.09585150850086421
0.8643611848821536,-0.08813224714185983,0.892681781049415,-0.07741555941836964
0.9372506022542041,-0.21652173208000547,0.9039586500528571,-0.18811227719599533
0.94855484856432,-0.3110200883757057,0.8973734515494574,-0.2681651830371159
0.8953587224520542,-0.3381293629560974,0.8868850471227034,-0.3138630055255822
0.7637561909868815,-0.31810895971985126,0.8167734814321939,-0.3422483524944897
0.5614033797321123,-0.2610607102356211,0.6353791590154594,-0.3151621888582846
0.32870739425176587,-0.1544394954703299,0.3790969893527494,-0.20470406054081147
0.05505724626338717,-0.03844946458412034,0.048758875027165804,-0.07750365098734985
-0.2077626079335894,0.07875275000474612,-0.26399115568376985,0.05521082850773007
-0.47333146039734525,0.18655049328894868,-0.5180287188943886,0.17269870542546983
-0.7086137062302607,0.2618596067299252,-0.6397507213349103,0.23764415868052424
-0.9052716094830443,0.3160962998460025,-0.6653962056268758,0.2196368930972712
-1.050295319589761,0.3289658549587725,-0.7101852700845389,0.16367795220167203
-1.1503996568061532,0.3041046282965142,-0.8336197894668975,0.13793420981579357
-1.197901102043001,0.2697693850995648,-0.96565777784054,0.1102532085925885
-1.2030206272151145,0.21707958227323437,-1.0845683560960044,0.08063934258082713
-1.165179990134021,0.1676391272033983,-1.1628636788508362,0.07263352790220187
-1.0904066900286176,0.1381483801658701,-1.1772073410245856,0.08067109825184748
-0.9902506008341702,0.12894487515139408,-1.1334710876448506,0.10312378542675504
-0.8780182740815787,0.14238749064435113,-1.0388756625110371,0.13924495303193174
-0.7501380546050385,0.19336409173341723,-0.9079890721147184,0.22789430585970827
-0.6185381184379091,0.2708974963055527,-0.752715166923096,0.33344391904918913
-0.4871608409339507,0.3702955132529986,-0.5867818410958376,0.4491287321778499
-0.3589234865229724,0.4909427009834108,-0.4162867778486161,0.568936697883816
-0.22333239827395257,0.6055679002388004,-0.24518964124477982,0.6679929936561613
-0.10609458633254545,0.7103101711599199,-0.10655155837736707,0.7405223818203452
0.006065684661907713,0.790460384151264,0.008747326949676282,0.7878176523829832
0.1093889346973474,0.8381364805274064,0.10761054247737323,0.8223589815727357
0.20453403654537378,0.848068480313122,0.20102866668244146,0.8451554819645993
0.2858371653040948,0.8221442259660764,0.2890400085849125,0.8469038264048138
0.35523745738914997,0.7622657842837544,0.3766615597331573,0.8161161038686049
0.42346696069607154,0.6677740461813437,0.47150601752621923,0.7395712997659339
0.4847587619743342,0.5459140259167861,0.5601427656916298,0.6213650274005873
0.541962842943419,0.39725893345640995,0.6377364881865804,0.45550979695505767
0.5987990203041007,0.24407631796175974,0.6970053607169033,0.2762241150290845
0.6607588858476898,0.09206333701152845,0.7484963286977244,0.10008828834684946
0.7303380950487278,-0.06531650942821167,0.7931561448369209,-0.07355599383533296
0.8043505365509828,-0.2062295845107897,0.8239235849334658,-0.206760280239362
0.8808691012796072,-0.3317624005003426,0.8483919326580178,-0.3030114263543995
0.9466692513714008,-0.4349941369669245,0.8727788468751609,-0.3601094160945273
1.019600476953784,-0.5132712931849058,0.9117435326565062,-0.3833954240397177
1.066537718029765,-0.5547562550553713,0.9663265681890251,-0.3921725334820477
1.092347162082566,-0.56030821968473,1.0221623388791872,-0.402715407787231
1.078904857320155,-0.5368093433111636,1.0573390606030246,-0.4106104479998989
1.0370913579863694,-0.4682312339185821,1.0766065391783861,-0.40068745039246745
0.9484897492353879,-0.36695998526328394,1.0306737138423951,-0.3582410295751881
0.8062015697717996,-0.24116329414617882,0.9277218606481132,-0.2611807141730762
0.632142190482444,-0.09201255012670519,0.7490695466377639,-0.11050209222253482
0.4246258548858502,0.058156832844803136,0.4934048459855056,0.07218637273436457
0.20369545270625924,0.2093521064794644,0.2024976060468724,0.2331208040624997
-0.03251584153466742,0.33935663160204294,-0.06921264058142285,0.3569468404322915
-0.25799651799471524,0.42959029469045,-0.28691753597732905,0.42995966935744523
-0.488949733003268,0.4625367830026012,-0.4604229743434862,0.4314368835932383
-0.660061081747944,0.44791539137699937,-0.5599563909780869,0.38207528379033384
-0.8047195169632414,0.36733347084027745,-0.6802337755300292,0.29551123692942793
-0.903812986542392,0.2210388566945301,-0.7987307175639107,0.16300284097954737
-0.945682781928951,0.034889565545361115,-0.8933623371793612,-0.010836448797710715
-0.9531388398254482,-0.18813834956807812,-0.932539120698485,-0.2436119270273371
-0.9042299697310214,-0.42771976798672895,-0.8914171649002992,-0.49605196090461295
-0.8177442033961102,-0.6445530062486127,-0.7945332467089326,-0.7156000463737486
-0.6939650611643383,-0.8170629888228854,-0.6445983220509155,-0.8771038447886061
-0.5462624746547691,-0.9370702982854997,-0.4901839786855313,-0.9788365913982476
-0.3929444815537593,-0.9752751021539571,-0.34537352984032177,-1.0114336445105843
-0.23325883522588234,-0.9310858650893451,-0.21253891808328218,-0.9913197451470265
-0.07825462212415342,-0.8000633058700882,-0.07480298417974829,-0.8868007841233359
0.06569000503557078,-0.5956895312300031,0.07251751556470953,-0.6747452883166432
0.18530413448153749,-0.34230010883381556,0.20304195582733886,-0.3763430198610469
0.2727093259671702,-0.050565535843816754,0.28648694032072797,-0.02896184286528314
0.32954452752189445,0.24687763440725063,0.32665004306010204,0.2958403183571159
0.35141548329174205,0.5202844426932991,0.3370231441459417,0.5349637640971565
0.3443001557101381,0.7278593307464941,0.30304511723465133,0.6467181727310907
0.3034368741843861,0.8702112857611226,0.2395105989477102,0.7126525744395042
0.22775747063141116,0.9251223906019197,0.17419494693396054,0.7881394985115668
0.1327418321480377,0.8907265819656471,0.11046980722813382,0.8446492107650238
0.02512676850686929,0.7638362717673564,0.021405097064709555,0.8050335684371424
-0.08739598739220458,0.5490088327650783,-0.09779675429651201,0.6195725168969869
-0.18859408808844208,0.29728855028333545,-0.21361046793960475,0.335140580364948
-0.2706330268957254,0.008454075806110904,-0.28860503859167475,-0.019275372832423976
-0.31738461659377665,-0.29239899061459096,-0.3136412443437049,-0.3560626822949269
-0.32067237115504416,-0.5653085336873444,-0.2989369126610981,-0.5961735194450011
-0.2893426287359649,-0.8088378616545294,-0.23565254325085938,-0.7116935605614678
-0.21225706829887594,-0.9967377953778086,-0.12066013673202658,-0.7521782253697546
-0.09073856865466581,-1.1018416190311675,-0.002258771827067907,-0.8282319702120251
0.052776118357070426,-1.152104850491095,0.12682816009198528,-0.921458175218594
0.21953093298920168,-1.1214472737039745,0.2841211124234417,-0.975469102596572
0.39742833896263563,-1.0362848779554572,0.4636153289048093,-0.9714706911456494
0.5695992974814817,-0.8831313863054167,0.6571091529573989,-0.8789238587175225
0.7077055398049806,-0.687361580221164,0.8192525390279535,-0.7148652930864356
0.8114917647062777,-0.46430280158342296,0.9362261564613368,-0.4719468928522854
0.8677446376445755,-0.223572986831628,0.9838985423640683,-0.20613284798457698
0.8862354278261063,0.017964397856579415,0.9672971737250826,0.05851726306714333
0.84451868874768,0.2528342317609023,0.8910875340072693,0.30414281844611324
0.7692779021397939,0.47097463197797035,0.7702881770862824,0.5087078648494288
0.6600312443069682,0.645925528960237,0.6343052592697802,0.671402577778144
0.5391410042858771,0.7916570769854234,0.4965449737275893,0.7938623339865662
0.41640136033392977,0.8922642590237676,0.36393234873907065,0.8866744800835304
